year	1700	1701	1702	1703	1704	1705	1706	1707	1708	1709	1710	1711	1712	1713	1714	1715	1716	1717	1718	1719	1720	1721	1722	1723	1724	1725	1726	1727	1728	1729	1730	1731	1732	1733	1734	1735	1736	1737	1738	1739	1740	1741	1742	1743	1744	1745	1746	1747	1748	1749	1750	1751	1752	1753	1754	1755	1756	1757	1758	1759	1760	1761	1762	1763	1764	1765	1766	1767	1768	1769	1770	1771	1772	1773	1774	1775	1776	1777	1778	1779	1780	1781	1782	1783	1784	1785	1786	1787	1788	1789	1790	1791	1792	1793	1794	1795	1796	1797	1798	1799	1800	1801	1802	1803	1804	1805	1806	1807	1808	1809	1810	1811	1812	1813	1814	1815	1816	1817	1818	1819	1820	1821	1822	1823	1824	1825	1826	1827	1828	1829	1830	1831	1832	1833	1834	1835	1836	1837	1838	1839	1840	1841	1842	1843	1844	1845	1846	1847	1848	1849	1850	1851	1852	1853	1854	1855	1856	1857	1858	1859	1860	1861	1862	1863	1864	1865	1866	1867	1868	1869	1870	1871	1872	1873	1874	1875	1876	1877	1878	1879	1880	1881	1882	1883	1884	1885	1886	1887	1888	1889	1890	1891	1892	1893	1894	1895	1896	1897	1898	1899	1900	1901	1902	1903	1904	1905	1906	1907	1908	1909	1910	1911	1912	1913	1914	1915	1916	1917	1918	1919	1920	1921	1922	1923	1924	1925	1926	1927	1928	1929	1930	1931	1932	1933	1934	1935	1936	1937	1938	1939	1940	1941	1942	1943	1944	1945	1946	1947	1948	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
dc_date	9696	46455	3869	3375	3626	5099	3729	4073	3691	3833	3703	3614	3825	3456	4421	3454	3752	4123	3780	4054	5181	4243	4496	4955	5411	5743	5496	5575	5532	6339	6000	5612	5149	4483	5348	5410	5036	4985	4549	5030	6141	4952	5691	5178	6152	6406	6173	5687	6155	7433	10220	5986	6266	6163	6783	5889	6198	7315	9352	7199	8379	7749	7714	7259	9618	8410	8338	7863	7208	7199	9317	7715	7977	8656	8251	10005	8631	10270	9028	9304	11082	10021	9877	9919	10955	11055	11086	12544	12353	14736	17625	17748	15083	14712	14120	17927	13444	14340	15676	18003	29263	15141	16605	13453	15097	16172	16824	17642	23579	23019	23606	34734	31624	36894	32550	27452	29836	28917	32535	34118	36405	41427	37877	33125	28504	31897	33317	33130	36248	36189	42719	38521	41019	38715	43569	44822	45519	50508	47032	50227	54234	50812	47875	50464	51598	53904	53929	53510	65556	59943	73544	62223	62645	63595	67305	67447	69698	71896	69695	69515	92177	88767	77218	77812	79278	84245	83489	91661	83753	90248	90849	89852	93120	95753	95122	103823	96226	104267	99528	109248	125782	129046	131870	142114	143505	144896	140576	142390	140532	146001	156033	154011	156685	159395	176243	187841	175503	201465	199810	201400	224369	206732	213010	213202	211907	213799	214249	212908	224131	224754	240362	217058	223184	226103	264631	253286	259768	257422	251749	210142	196238	191215	178570	180423	183155	199656	207201	192504	197039	193964	202383	185234	173261	173299	166898	162074	157591	147083	135307	128635	101411	58728	57739	52880	44279	32790	34813	33218	30595	33558	34738	30980	34469	33676	35210	38124	30033	29487	29744	29656	28567	28800	29645	27935	28001	27341	26965	26287	28399	57514	117220	65417	24652	58625	22731	23916	31415	25496	26454	26348	29811	47893	28641	29175	27248	28480	25760	26118	29736	33160	28890	27902	30974	32712	31756	33864	33858	37175	35157	39469	41000	38124	45732	45742	47961	59906	74686	89844	102224	111523	115641	112517	132649	45516	122349	876
date	52640	107275	1425	3355	2470	2915	1295	1265	1410	2945	1840	1565	1550	1415	1925	1705	1590	1685	1535	2755	2770	3585	2745	3005	2805	3425	2130	2075	1530	2070	4705	1745	2180	1855	2410	5390	2265	2565	2325	2590	4000	2445	2395	2405	2540	2925	2865	2665	2480	8330	7460	3340	4170	2595	2855	3200	2435	2905	5405	5400	3855	3415	2900	3020	3450	3620	3375	3275	3285	4190	5485	4005	4190	6065	6320	8540	5185	5230	4515	4650	6230	5110	4340	5555	5010	5765	5440	5130	5795	7265	8185	5485	5225	5955	5885	7200	6455	6285	5515	19860	28985	9700	7105	5610	6320	7315	6880	7945	11270	12835	17955	16440	16970	17845	11710	8930	8990	9365	8770	8870	26195	17355	14395	14040	11975	17410	13360	11685	10885	12005	16160	11570	8505	10070	11510	14400	17305	14460	13685	12605	17760	14935	12505	12530	15150	18010	17685	15430	20390	18960	31775	18195	20620	21030	20725	23105	22035	21050	18700	26740	45385	59885	29740	23745	25640	27560	28820	24435	20550	27770	35110	38930	32680	31535	31020	35295	40320	42305	38820	47320	67085	65905	56855	59005	57905	57920	68030	65490	62080	66310	80305	78365	75755	74095	101480	111660	84715	114375	104125	129155	130535	109240	109975	118340	125495	117915	119905	117995	135500	134210	138620	133970	140430	144230	142380	135605	140220	135390	128320	116890	109640	97790	93945	94160	91460	89315	92570	85770	91220	89160	95705	87155	88335	78135	68995	64080	54500	56645	50825	41425	40705	23865	21250	19570	53380	30560	14775	17300	16365	19435	22470	74940	90515	71080	71490	66820	70295	27200	25395	26360	24920	24975	30755	28320	30480	29210	26835	26700	31610	38280	41930	29530	40830	42070	43315	40040	42080	35395	32965	34130	33480	45880	28150	27665	28210	27735	23845	26380	28540	27775	22380	19540	23935	25640	23815	20880	20515	49690	23200	35425	30485	48545	62735	74325	46205	46335	51580	58450	99070	131370	60795	118925	71410	46950	1050	0
